id,station_code,station_name,region_id,latitude,longitude,altitude,station_type,soil_type_id,establishment_date,equipment_list,monitoring_frequency,responsible_person,contact_info,status,created_at
554,ST35000554,福建省潜江华龙监测站554,176,26.712076196239206,118.26119069143348,2227,市级,13,2022-02-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,顾红,18064352723,active,2025-04-03 03:01:06
555,ST32000555,江苏省辛集监测站555,830,31.41807579097959,118.0319440530808,1407,市级,17,2017-03-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,丁淑英,13033940741,maintenance,2023-08-02 10:58:49
556,ST52000556,贵州省深圳涪城监测站556,675,27.35096868955935,104.588641294532,2966,省级,46,2024-04-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,林兵,13520671392,active,2024-12-05 01:58:02
557,ST46000557,海南省六安监测站557,93,19.05758503646648,110.67952640209009,1150,县级,1,2021-09-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,罗欢,13102575777,maintenance,2024-03-28 15:24:17
558,ST51000558,四川省郑州长寿监测站558,818,26.4624573570025,105.2168165612328,213,县级,38,2017-05-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,王红霞,13828100837,active,2023-07-31 09:53:15
559,ST12000559,天津市广州魏都监测站559,647,40.41363403585418,116.97760992607748,1382,省级,36,2020-03-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,刘凯,13429374855,inactive,2024-09-06 00:25:19
560,ST37000560,山东省银川吉区监测站560,789,37.42596545384403,118.23567921763485,1038,村级,46,2016-10-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,叶金凤,15754205447,maintenance,2023-12-17 00:51:00
561,ST45000561,广西壮族自治区长沙监测站561,52,22.88042240701739,107.24786284778503,1499,国家级,42,2022-02-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,邹宇,15284108505,active,2023-12-02 08:59:51
562,ST41000562,河南省成都监测站562,739,36.18508323049593,113.59106248689655,309,县级,20,2019-08-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,刘娟,13896101041,maintenance,2024-09-13 19:09:01
563,ST22000563,吉林省汕尾监测站563,436,42.095466134455904,127.64667736547933,1941,省级,45,2022-04-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,徐瑞,18657538687,inactive,2025-05-26 23:59:47
564,ST21000564,辽宁省六盘水怀柔监测站564,467,38.91536647999051,126.52725077047789,1032,国家级,42,2022-02-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,张凤英,15589810160,inactive,2023-12-12 05:41:16
565,ST22000565,吉林省台北安次监测站565,949,42.51512014285959,126.46103564783878,2551,县级,15,2022-07-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,林欢,13193774335,maintenance,2023-07-18 19:26:57
566,ST37000566,山东省沈阳锡山监测站566,120,38.248467729268576,115.32145937100134,1107,省级,11,2017-05-13,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,张桂荣,13053855861,active,2025-03-09 17:08:54
567,ST13000567,河北省荆门监测站567,122,38.85172453135665,114.45786978367136,2718,国家级,28,2020-02-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,王东,14574715509,inactive,2025-06-06 02:39:00
568,ST33000568,浙江省重庆监测站568,127,31.318939033020257,122.68221553489595,526,村级,48,2020-11-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,周杰,13627286000,inactive,2023-07-23 05:57:27
569,ST33300569,浙江省杭州市友好监测站569,527,32.93681336766528,118.23785792627973,802,国家级,15,2015-08-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,蒋帅,13576799599,active,2025-03-22 21:33:12
570,ST41000570,河南省阜新金平监测站570,707,33.84473707283614,113.34751332998773,2490,国家级,32,2023-02-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,李桂花,13260093189,active,2025-02-05 17:12:53
571,ST33000571,浙江省重庆上街监测站571,604,28.644518191629455,119.90901221332551,2014,省级,9,2019-01-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,马丽娟,15133231418,inactive,2024-09-29 15:14:22
572,ST52000572,贵州省香港监测站572,132,24.590287821906664,106.21570017647166,1047,县级,48,2015-08-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,黄丽娟,15008872259,maintenance,2023-12-10 21:14:49
573,ST53000573,云南省长春监测站573,205,24.662302253812623,102.25532362051194,1214,县级,45,2023-01-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,尚莉,15962343427,active,2023-09-07 22:45:02
574,ST33190574,浙江省宁波市安次监测站574,49,30.027909352858355,120.66516686353697,2697,县级,10,2021-06-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,虞桂芝,15134466687,inactive,2024-07-12 21:51:49
575,ST13000575,河北省荆门监测站575,122,39.40307850354744,115.51534021368681,2350,县级,19,2016-03-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,汪玉,18645557207,maintenance,2024-05-06 12:50:28
576,ST23000576,黑龙江省石家庄梁平监测站576,222,47.511421342169605,124.31992038299201,15,村级,15,2024-02-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,刘秀华,15200601444,maintenance,2024-04-04 22:05:59
577,ST50000577,重庆市六安锡山监测站577,501,29.555079637025226,108.08372195635445,1204,县级,1,2020-05-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,王伟,18705207853,maintenance,2024-01-01 11:04:55
578,ST23000578,黑龙江省大冶监测站578,407,46.481892922239574,125.63478886513384,2343,县级,32,2023-10-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,曾雷,18925077741,maintenance,2024-03-05 03:45:36
579,ST50000579,重庆市荆门淄川监测站579,524,28.199814455573975,107.36852422861307,1354,国家级,43,2024-04-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,由静,18589474951,inactive,2024-10-26 02:47:55
580,ST46000580,海南省柳州清河监测站580,552,17.700306675696368,107.9324103660681,1287,村级,48,2020-05-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,赵红梅,15173647130,active,2023-08-26 05:26:36
581,ST50000581,重庆市哈尔滨监测站581,136,28.046784829035623,107.34510858675512,1092,国家级,1,2022-07-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,姜平,13412308560,maintenance,2023-12-02 20:10:34
582,ST46000582,海南省六安监测站582,93,17.67197446723382,109.4564476637613,1018,村级,20,2017-03-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,陈淑兰,13653290181,inactive,2024-12-24 21:52:18
583,ST21900583,辽宁省大连市怀柔监测站583,396,39.49376840314495,120.14884664126451,2620,市级,9,2016-06-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,夏秀梅,18787640828,maintenance,2024-04-30 05:50:39
584,ST52000584,贵州省杭州监测站584,73,24.24739594090355,108.72092701808816,1013,国家级,41,2021-10-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,刘秀珍,13608066883,maintenance,2024-03-17 06:14:50
585,ST31000585,上海市西安高明监测站585,126,29.757156115677933,119.40773012620535,2526,村级,15,2017-10-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,伍艳,13692714199,maintenance,2024-05-17 22:04:28
586,ST65000586,新疆维吾尔自治区辽阳锡山监测站586,495,44.113492746850895,88.76217601227637,1956,村级,50,2016-07-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,任杨,15806286058,maintenance,2024-07-02 07:58:02
587,ST62000587,甘肃省兰州监测站587,201,36.52352395626144,104.93514573309223,2972,市级,38,2022-12-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,闻杰,15683855794,active,2023-08-23 16:07:09
588,ST65000588,新疆维吾尔自治区齐齐哈尔监测站588,658,42.97919878895684,88.58404550956294,14,省级,37,2018-11-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,张颖,18607026903,active,2025-02-28 02:42:00
589,ST22000589,吉林省六安牧野监测站589,689,42.826341691087464,124.4888361079091,2137,村级,2,2015-06-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,马林,15699740897,active,2024-04-06 13:39:55
590,ST34000590,安徽省银川大兴监测站590,439,32.58782167694012,118.77626084917836,2874,省级,15,2016-08-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,池芳,13464859455,active,2023-07-08 18:17:28
591,ST50000591,重庆市哈尔滨监测站591,136,27.44606684869532,107.58149292658514,1929,国家级,47,2016-10-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,袁琳,14542925522,inactive,2024-12-22 14:45:04
592,ST13430592,河北省唐山市监测站592,33,39.46424243316171,117.85141827013621,1480,省级,31,2016-08-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,陈鹏,15374876354,inactive,2024-04-30 18:05:50
593,ST42000593,湖北省呼和浩特监测站593,590,31.88485881261081,114.82006414261313,2259,省级,7,2017-03-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,宋莹,18768157816,active,2023-09-15 06:50:52
594,ST53000594,云南省北镇黄浦监测站594,562,25.35539222497951,105.84705890408453,2443,市级,24,2018-10-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,匡丹丹,13318070976,inactive,2023-11-06 10:20:30
595,ST35000595,福建省阜新孝南监测站595,884,28.841798488534568,122.33955615000554,1503,省级,48,2023-09-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,欧阳玉华,15286068629,maintenance,2024-06-11 04:33:56
596,ST51000596,四川省宜都淄川监测站596,385,30.803648149904912,103.84256512089117,1595,县级,4,2015-09-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,张峰,14551779443,inactive,2024-10-26 11:58:02
597,ST32000597,江苏省潜江监测站597,416,30.785843687385263,120.40016597859778,2826,省级,22,2020-03-13,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,唐萍,13813487660,inactive,2024-08-09 13:18:56
598,ST45000598,广西壮族自治区太原璧山监测站598,858,22.4821856779777,107.54846645934674,1848,国家级,15,2018-04-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,刘博,13126690939,active,2024-01-05 22:37:26
599,ST23000599,黑龙江省长沙六枝特监测站599,528,43.3896557873942,128.7664129445694,1680,国家级,13,2020-09-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,魏桂珍,13434126377,active,2024-01-02 02:00:35
600,ST41000600,河南省成都吉区监测站600,798,37.05907140457985,111.77652477917286,25,国家级,30,2016-10-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,周建军,18872193819,maintenance,2023-11-05 21:13:56
601,ST64000601,宁夏回族自治区六安西峰监测站601,606,39.8580961637575,108.10569378742562,377,县级,8,2021-08-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,周玉华,13999718192,active,2024-07-09 03:06:18
602,ST50000602,重庆市荆门崇文监测站602,892,25.33385731465674,108.42904040793607,323,县级,9,2022-11-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,阮帅,15505373130,maintenance,2024-12-01 09:49:35
603,ST12000603,天津市广州沈河监测站603,768,38.663060790950006,117.15212001440021,1005,市级,14,2021-06-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,叶秀华,13258869383,inactive,2024-11-16 18:51:57
604,ST63000604,青海省马鞍山东丽监测站604,794,36.31837797048525,102.91022086797726,224,国家级,15,2022-05-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,王倩,18660079122,active,2024-05-01 20:14:27
605,ST52000605,贵州省银川城东监测站605,596,25.55048672857703,108.80321488241646,386,村级,1,2018-11-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,鞠秀珍,13429679355,active,2023-10-27 00:08:41
606,ST62000606,甘肃省巢湖高明监测站606,802,34.87890296944088,105.79371536147997,96,县级,8,2018-04-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,傅玉英,13255024402,maintenance,2024-02-02 21:36:48
607,ST54000607,西藏自治区南宁南湖监测站607,510,31.692302297092116,91.97657376351562,1861,村级,19,2022-12-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,徐建军,18628563138,active,2024-01-15 22:21:55
608,ST35000608,福建省南宁监测站608,921,25.332446883645794,121.69257761571787,1104,省级,42,2018-09-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,金凤英,13492001928,inactive,2023-09-06 17:59:16
609,ST41000609,河南省佛山监测站609,112,35.24756243477958,112.3372411982477,1335,省级,14,2024-02-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,高红,13403140831,inactive,2025-04-13 11:00:54
610,ST35000610,福建省通辽徐汇监测站610,863,25.348189577117132,119.14031704898865,2306,村级,47,2018-12-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,谭想,14570700327,active,2024-06-23 19:08:14
611,ST53000611,云南省长春锡山监测站611,778,24.031813874707638,99.28555600726978,2190,县级,21,2017-12-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,高红霞,18054811371,active,2024-10-03 19:59:07
612,ST62000612,甘肃省成都监测站612,720,37.134732543372785,103.70372686872581,2686,省级,23,2015-10-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,何凤英,15297641972,inactive,2025-01-24 15:24:24
613,ST65000613,新疆维吾尔自治区沈阳沙市监测站613,893,42.32469214363478,85.05930379456389,1888,国家级,21,2018-10-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,冯飞,13930507460,maintenance,2024-07-12 09:15:59
614,ST42000614,湖北省上海金平监测站614,310,29.670530076561928,117.53265549844582,253,市级,28,2015-09-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,翟秀云,13645819025,active,2024-06-18 02:49:28
615,ST62000615,甘肃省深圳城东监测站615,555,37.01793528822573,101.83276376123484,1846,国家级,13,2019-09-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,张辉,15396883813,maintenance,2023-10-25 23:04:12
616,ST36000616,江西省梧州吉区监测站616,111,25.620488611147643,117.11213911122788,157,市级,7,2018-06-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,陈桂珍,13402938662,active,2023-08-06 07:59:15
617,ST12000617,天津市广州沙市监测站617,550,41.078119123313634,117.6877582231517,2873,国家级,21,2015-11-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,李梅,13725506247,inactive,2025-02-01 05:54:00
618,ST32340618,江苏省南京市江北监测站618,167,30.787157009274072,117.52706532349544,697,村级,9,2017-11-13,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,张玲,13345223413,active,2023-12-17 02:54:51
619,ST44000619,广东省成都南长监测站619,537,23.863125040615696,115.95337577679096,2020,国家级,37,2021-11-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,贺淑珍,15080588443,maintenance,2025-02-14 05:51:22
620,ST65000620,新疆维吾尔自治区澳门门头沟监测站620,886,45.03116938767875,84.07406441751178,1058,市级,15,2021-10-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,田超,18157516972,active,2024-09-18 14:48:27
621,ST23000621,黑龙江省石家庄城北监测站621,650,45.393289256946915,126.35350327110159,1015,国家级,9,2020-02-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,李红,18233867663,active,2024-09-06 21:36:23
622,ST63000622,青海省沈阳监测站622,785,36.40897145868273,103.80381106408937,1161,村级,11,2019-12-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,余杰,15527966357,maintenance,2025-01-21 01:43:19
623,ST15000623,内蒙古自治区辽阳清河监测站623,356,40.88432704320715,111.74666546132536,2438,市级,12,2023-05-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,陈燕,18843141341,maintenance,2024-01-10 09:44:01
624,ST32340624,江苏省南京市大兴监测站624,255,30.122681083658318,119.10123121296779,514,村级,44,2018-11-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,王琳,18837766198,maintenance,2025-02-02 22:09:37
625,ST65000625,新疆维吾尔自治区大冶华龙监测站625,423,45.07289813592806,87.48661339737403,1950,省级,40,2016-04-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,陈桂英,13419361578,active,2025-04-04 06:56:09
626,ST33000626,浙江省邯郸梁平监测站626,159,28.213253181885662,123.16602053758594,1186,市级,37,2022-03-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,白小红,13717543621,maintenance,2024-05-04 01:46:12
627,ST37000627,山东省澳门安次监测站627,223,38.293877825949295,115.32979067433097,775,市级,47,2019-05-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,张强,13084548262,maintenance,2023-11-04 16:24:16
628,ST37000628,山东省银川永川监测站628,584,37.64533884426008,118.10427166037944,222,省级,28,2019-09-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,刘东,15288311955,inactive,2023-11-18 04:56:30
629,ST13000629,河北省荆门西夏监测站629,458,39.09238425032512,116.11192977469355,2389,县级,40,2018-12-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,刘鹏,18645209125,maintenance,2023-08-31 15:23:05
630,ST22000630,吉林省汕尾浔阳监测站630,937,44.85962948375842,126.27362828787473,1621,市级,22,2022-12-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,沈磊,18090091115,maintenance,2023-09-01 13:22:04
631,ST65000631,新疆维吾尔自治区澳门东城监测站631,731,44.77790645797602,85.99567034821126,2986,村级,12,2021-01-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,黄颖,18859990843,inactive,2024-08-04 23:35:21
632,ST21900632,辽宁省大连市清河监测站632,412,41.40148391146046,118.30172398937876,1,县级,35,2024-05-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,马林,13342436672,maintenance,2024-05-01 01:00:47
633,ST65000633,新疆维吾尔自治区沈阳城北监测站633,113,44.525654126223664,86.34507285700172,2123,省级,13,2021-07-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,朱凯,18667923614,inactive,2024-05-24 10:54:45
634,ST65000634,新疆维吾尔自治区马鞍山西夏监测站634,373,44.007931787444775,87.99364803255583,1301,村级,3,2019-10-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,谢荣,18631277253,active,2024-08-03 13:56:21
635,ST50000635,重庆市银川监测站635,54,30.937559743731953,104.93196664142036,1507,市级,46,2018-02-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,王玉华,18255248428,maintenance,2023-08-15 11:23:30
636,ST53000636,云南省西安兴山监测站636,990,25.532263451786058,104.06970594278039,2840,市级,13,2022-10-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,马璐,18046000105,maintenance,2025-03-10 17:31:50
637,ST14000637,山西省澳门南溪监测站637,687,36.351384765610035,112.56988400491585,1015,县级,43,2018-06-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,马霞,13046176782,active,2024-05-15 03:36:45
638,ST50000638,重庆市南昌沙湾监测站638,144,30.859185836082215,106.01807952225658,2044,市级,8,2023-05-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,赵刚,15667627433,active,2025-01-07 23:42:47
639,ST53000639,云南省合山山亭监测站639,580,21.19527886965235,103.68330915830629,1654,市级,18,2023-02-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,李兵,13834325690,active,2024-03-03 06:46:30
640,ST23000640,黑龙江省福州魏都监测站640,438,42.58941222723698,126.75054663336202,192,国家级,11,2018-07-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,许淑英,15270742818,active,2025-05-23 14:45:55
641,ST44000641,广东省南宁清浦监测站641,716,23.569207248151017,111.91845447702055,1771,县级,14,2015-10-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,周建华,13044506302,active,2024-06-14 15:57:43
642,ST61000642,陕西省哈尔滨监测站642,119,36.034402616297825,110.35829184523605,896,省级,48,2019-03-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,郑鑫,15865912409,maintenance,2024-05-13 09:44:48
643,ST65000643,新疆维吾尔自治区沈阳翔安监测站643,245,42.869398818411746,85.84645017602851,1592,国家级,20,2018-02-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,徐瑜,15316022496,active,2024-03-19 23:46:30
644,ST33190644,浙江省宁波市闵行监测站644,887,30.157864314557777,120.03504876209604,1334,县级,4,2023-08-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,朱玉英,15830483289,maintenance,2024-07-21 18:19:49
645,ST34000645,安徽省太原滨城监测站645,796,32.6277289158648,120.08455501106711,2776,市级,49,2023-08-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,刘彬,15205228536,maintenance,2024-10-20 01:42:51
646,ST62000646,甘肃省六安监测站646,58,37.25356280446036,105.39828233949777,2943,国家级,22,2023-05-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,祝东,13363674620,inactive,2024-01-27 16:55:19
647,ST44000647,广东省澳门监测站647,265,22.584244283897092,113.73439872603997,2537,村级,50,2023-09-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,陈林,15698382415,inactive,2024-01-07 07:30:54
648,ST37000648,山东省阜新监测站648,42,37.376841911079815,115.97215427693865,612,国家级,5,2015-10-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,裴玉英,18968870734,active,2023-11-01 08:09:07
649,ST65000649,新疆维吾尔自治区马鞍山高港监测站649,896,43.06677316084088,87.41996342303769,2766,国家级,12,2024-05-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,张建平,13667614448,inactive,2025-04-19 01:50:24
650,ST53000650,云南省北镇黄浦监测站650,562,24.219753877069707,105.52950598157766,194,市级,1,2019-07-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,吴伟,15012845101,active,2023-09-22 01:27:58
651,ST44000651,广东省监测站651,19,23.400538890241137,112.80379758490474,1598,村级,47,2021-03-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,易淑华,13013744187,active,2024-03-19 17:05:25
652,ST23000652,黑龙江省杭州房山监测站652,895,44.50609036778016,123.25676334082411,2195,村级,31,2018-07-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,单秀芳,13857299123,inactive,2023-07-02 09:06:22
653,ST22000653,吉林省六安滨城监测站653,751,45.08174963476547,123.86701189990072,2888,县级,17,2019-06-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,李娜,13420767485,inactive,2024-03-05 09:42:46
654,ST46000654,海南省六安兴山监测站654,582,17.96606778993971,110.88319770989747,1680,市级,36,2022-07-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,吴玉,13117730334,maintenance,2024-02-23 18:10:07
655,ST35000655,福建省潜江平山监测站655,817,28.284804145481655,119.9528999762538,1895,国家级,23,2022-06-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,庄杰,14784344462,active,2023-12-14 20:15:05
656,ST53000656,云南省北镇南湖监测站656,995,26.56585792728129,101.47636396475855,1448,县级,11,2023-06-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,陈凯,15139111046,active,2024-04-02 03:00:23
657,ST45000657,广西壮族自治区太原监测站657,257,23.770949078719827,107.22887174174458,2891,国家级,14,2016-09-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,郭云,15748268015,inactive,2024-07-25 23:49:42
